{A2479555-3559-74C7-E053-6B04A8C0887D},299950,31/01/2020 00:00,EX17 3FL,E,EX,S,Y,F,7,,YEO CRESCENT,,CREDITON,MID DEVON,DEVON,A,A
{A2479555-5A44-74C7-E053-6B04A8C0887D},280000,28/02/2020 00:00,B60 1DU,B,B6,T,N,F,21,,COTTAGE LANE,MARLBROOK,BROMSGROVE,BROMSGROVE,WORCESTERSHIRE,A,A
{A2479555-5A46-74C7-E053-6B04A8C0887D},267000,03/03/2020 00:00,WR5 2PB,W,WR,S,N,F,16,,REGIMENT CLOSE,BROOMHALL,WORCESTER,WYCHAVON,WORCESTERSHIRE,A,A
{A2479555-5A47-74C7-E053-6B04A8C0887D},164000,28/02/2020 00:00,HR2 7DD,H,HR,T,N,F,14,,WATERFIELD ROAD,,HEREFORD,HEREFORDSHIRE,HEREFORDSHIRE,A,A
{A2479555-5A48-74C7-E053-6B04A8C0887D},72500,21/02/2020 00:00,B61 8AB,B,B6,F,N,L,"ST. JAMES COURT, 30",FLAT 11,THE STRAND,,BROMSGROVE,BROMSGROVE,WORCESTERSHIRE,A,A
